,결과,A팀_선수1_공격종합_성공률,A팀_선수1_오픈_성공률,A팀_선수1_시간차_성공률,A팀_선수1_이동_성공률,A팀_선수1_후위_성공률,A팀_선수1_속공_성공률,A팀_선수1_퀵오픈_성공률,A팀_선수1_서브_성공률,A팀_선수1_범실_범실,A팀_선수2_공격종합_성공률,A팀_선수2_오픈_성공률,A팀_선수2_시간차_성공률,A팀_선수2_이동_성공률,A팀_선수2_후위_성공률,A팀_선수2_속공_성공률,A팀_선수2_퀵오픈_성공률,A팀_선수2_서브_성공률,A팀_선수2_범실_범실,A팀_선수3_공격종합_성공률,A팀_선수3_오픈_성공률,A팀_선수3_시간차_성공률,A팀_선수3_이동_성공률,A팀_선수3_후위_성공률,A팀_선수3_속공_성공률,A팀_선수3_퀵오픈_성공률,A팀_선수3_서브_성공률,A팀_선수3_범실_범실,A팀_선수4_공격종합_성공률,A팀_선수4_오픈_성공률,A팀_선수4_시간차_성공률,A팀_선수4_이동_성공률,A팀_선수4_후위_성공률,A팀_선수4_속공_성공률,A팀_선수4_퀵오픈_성공률,A팀_선수4_서브_성공률,A팀_선수4_범실_범실,A팀_선수5_공격종합_성공률,A팀_선수5_오픈_성공률,A팀_선수5_시간차_성공률,A팀_선수5_이동_성공률,A팀_선수5_후위_성공률,A팀_선수5_속공_성공률,A팀_선수5_퀵오픈_성공률,A팀_선수5_서브_성공률,A팀_선수5_범실_범실,B팀_선수1_공격종합_성공률,B팀_선수1_오픈_성공률,B팀_선수1_시간차_성공률,B팀_선수1_이동_성공률,B팀_선수1_후위_성공률,B팀_선수1_속공_성공률,B팀_선수1_퀵오픈_성공률,B팀_선수1_서브_성공률,B팀_선수1_범실_범실,B팀_선수2_공격종합_성공률,B팀_선수2_오픈_성공률,B팀_선수2_시간차_성공률,B팀_선수2_이동_성공률,B팀_선수2_후위_성공률,B팀_선수2_속공_성공률,B팀_선수2_퀵오픈_성공률,B팀_선수2_서브_성공률,B팀_선수2_범실_범실,B팀_선수3_공격종합_성공률,B팀_선수3_오픈_성공률,B팀_선수3_시간차_성공률,B팀_선수3_이동_성공률,B팀_선수3_후위_성공률,B팀_선수3_속공_성공률,B팀_선수3_퀵오픈_성공률,B팀_선수3_서브_성공률,B팀_선수3_범실_범실,B팀_선수4_공격종합_성공률,B팀_선수4_오픈_성공률,B팀_선수4_시간차_성공률,B팀_선수4_이동_성공률,B팀_선수4_후위_성공률,B팀_선수4_속공_성공률,B팀_선수4_퀵오픈_성공률,B팀_선수4_서브_성공률,B팀_선수4_범실_범실,B팀_선수5_공격종합_성공률,B팀_선수5_오픈_성공률,B팀_선수5_시간차_성공률,B팀_선수5_이동_성공률,B팀_선수5_후위_성공률,B팀_선수5_속공_성공률,B팀_선수5_퀵오픈_성공률,B팀_선수5_서브_성공률,B팀_선수5_범실_범실
157,0,45.0,43.48,0.0,0.0,40.0,0.0,50.0,0.33,3.0,38.89,47.37,0.0,0.0,0.0,0.0,38.46,1.0,3.0,31.82,12.5,0.0,50.0,0.0,40.0,0.0,0.0,2.0,44.44,50.0,0.0,33.33,0.0,50.0,0.0,0.0,0.0,22.22,16.67,0.0,0.0,0.0,0.0,50.0,0.33,0.0,40.91,27.78,0.0,0.0,77.78,0.0,46.15,0.67,7.0,36.11,38.1,0.0,0.0,27.27,0.0,50.0,0.0,4.0,26.09,23.53,0.0,0.0,0.0,0.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
158,0,50.0,48.39,0.0,0.0,42.86,0.0,60.0,0.0,4.0,40.79,39.34,100.0,0.0,0.0,0.0,83.33,0.0,7.0,43.75,25.0,0.0,50.0,0.0,66.67,0.0,0.0,1.0,47.06,20.0,0.0,55.56,0.0,66.67,0.0,0.0,1.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.6,4.0,47.22,54.55,0.0,0.0,33.33,0.0,50.0,0.0,3.0,39.24,44.0,75.0,0.0,9.09,0.0,35.71,0.2,6.0,20.51,24.0,100.0,0.0,0.0,0.0,8.33,0.2,2.0,37.5,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,43.75,50.0,0.0,42.86,0.0,50.0,0.0,0.2,2.0
162,1,52.31,50.0,0.0,0.0,60.0,0.0,50.0,0.0,8.0,40.0,16.67,33.33,0.0,50.0,0.0,61.54,0.2,6.0,42.86,0.0,0.0,0.0,0.0,75.0,0.0,0.4,4.0,57.14,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,44.44,0.0,2.0,58.82,100.0,66.67,0.0,0.0,0.0,53.85,0.25,4.0,33.93,37.93,0.0,0.0,29.17,0.0,33.33,0.0,12.0,36.0,37.5,0.0,0.0,0.0,33.33,0.0,0.0,4.0,46.67,14.29,0.0,0.0,0.0,66.67,100.0,0.0,1.0,28.57,20.0,50.0,0.0,0.0,0.0,40.0,1.0,6.0
163,1,45.45,36.84,100.0,0.0,33.33,0.0,66.67,0.0,8.0,47.06,50.0,0.0,0.0,46.15,0.0,50.0,0.8,8.0,39.29,27.27,100.0,0.0,0.0,0.0,43.75,0.0,1.0,16.67,0.0,0.0,0.0,0.0,50.0,0.0,0.25,2.0,36.36,0.0,0.0,0.0,0.0,66.67,0.0,0.4,1.0,25.42,30.77,0.0,0.0,18.75,0.0,25.0,0.0,8.0,27.78,28.57,0.0,0.0,11.11,0.0,33.33,0.25,5.0,44.0,25.0,66.67,0.0,0.0,0.0,58.33,0.25,4.0,35.29,25.0,0.0,0.0,0.0,66.67,0.0,0.25,3.0,75.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0
164,1,44.44,40.0,0.0,0.0,52.63,0.0,0.0,0.0,5.0,30.0,35.29,0.0,0.0,0.0,0.0,0.0,0.25,4.0,53.85,58.33,0.0,0.0,33.33,0.0,54.55,0.5,3.0,37.5,36.84,0.0,0.0,0.0,40.0,0.0,0.0,1.0,33.33,16.67,100.0,0.0,0.0,0.0,36.36,0.5,4.0,26.67,40.0,50.0,0.0,0.0,0.0,16.67,0.0,7.0,36.36,38.24,0.0,0.0,37.5,0.0,0.0,0.0,6.0,18.18,15.0,0.0,0.0,0.0,0.0,100.0,0.0,4.0,12.5,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,54.55,66.67,100.0,0.0,0.0,60.0,0.0,0.0,1.0
165,0,28.95,25.0,100.0,0.0,40.0,0.0,0.0,0.67,4.0,35.9,28.57,50.0,0.0,66.67,0.0,36.36,0.0,8.0,36.36,29.41,0.0,0.0,50.0,0.0,42.86,0.0,5.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.67,1.0,16.67,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,51.06,61.11,33.33,0.0,33.33,0.0,52.94,0.67,5.0,46.15,50.0,100.0,0.0,50.0,0.0,27.27,0.0,6.0,42.86,50.0,0.0,100.0,0.0,0.0,0.0,0.67,3.0,22.22,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,42.86,0.0,0.0,2.0
166,0,45.16,31.25,0.0,0.0,58.33,0.0,80.0,0.0,7.0,22.58,15.79,50.0,0.0,0.0,0.0,30.0,0.25,8.0,33.33,25.0,0.0,33.33,0.0,36.36,0.0,0.25,4.0,10.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.53,14.29,0.0,40.0,0.0,20.0,0.0,0.0,1.0,42.5,30.77,100.0,0.0,25.0,0.0,71.43,0.0,2.0,45.45,30.77,0.0,0.0,83.33,0.0,33.33,1.0,2.0,43.75,27.27,0.0,0.0,100.0,0.0,75.0,0.33,2.0,66.67,33.33,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,40.0,0.0,0.0,0.0
167,0,57.14,46.15,100.0,0.0,0.0,0.0,66.67,0.25,6.0,46.81,55.56,33.33,0.0,20.0,100.0,50.0,0.0,4.0,35.14,27.27,0.0,0.0,0.0,0.0,50.0,0.0,3.0,38.46,25.0,0.0,0.0,0.0,44.44,0.0,0.25,2.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,7.69,0.0,0.0,50.0,0.0,27.27,0.67,7.0,42.86,36.36,0.0,0.0,0.0,0.0,50.0,0.0,2.0,25.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,37.04,60.0,0.0,0.0,37.5,0.0,16.67,0.0,3.0,50.0,33.33,100.0,0.0,0.0,75.0,0.0,0.33,2.0
168,0,53.13,52.17,0.0,0.0,57.14,0.0,50.0,0.67,5.0,65.0,72.73,100.0,0.0,50.0,0.0,50.0,1.67,4.0,45.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,66.67,0.0,0.0,0.0,0.0,66.67,0.0,0.0,1.0,50.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,2.0,28.57,25.45,0.0,0.0,38.46,0.0,20.0,0.0,5.0,41.67,26.09,0.0,0.0,50.0,0.0,72.73,0.0,4.0,56.25,50.0,0.0,80.0,0.0,44.44,0.0,0.2,1.0,22.22,14.29,0.0,0.0,0.0,100.0,0.0,0.2,0.0,28.13,20.0,0.0,0.0,0.0,0.0,57.14,0.0,5.0
169,1,38.24,29.41,100.0,0.0,37.5,0.0,50.0,0.33,4.0,16.67,11.11,100.0,0.0,0.0,0.0,16.67,0.0,3.0,16.67,14.29,0.0,0.0,0.0,0.0,22.22,0.67,0.0,55.56,100.0,0.0,100.0,0.0,20.0,0.0,0.0,2.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.17,37.5,0.0,0.0,0.0,87.5,0.0,0.0,2.0,46.43,52.94,0.0,0.0,33.33,0.0,50.0,0.33,5.0,25.0,28.57,0.0,0.0,0.0,0.0,0.0,0.67,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.67,3.0,28.0,18.75,0.0,0.0,0.0,0.0,44.44,0.33,3.0
170,0,48.57,36.84,0.0,0.0,69.23,0.0,33.33,0.5,4.0,41.18,41.67,100.0,0.0,0.0,0.0,40.0,0.25,5.0,38.46,50.0,0.0,0.0,0.0,28.57,0.0,0.5,2.0,25.0,66.67,0.0,0.0,0.0,0.0,0.0,0.25,2.0,10.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,2.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,23.81,13.64,0.0,0.0,33.33,0.0,38.46,0.0,5.0,22.22,0.0,50.0,0.0,0.0,25.0,0.0,0.0,2.0,33.33,30.43,0.0,0.0,36.36,0.0,36.36,0.0,5.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,1.0,3.0
171,0,54.9,48.48,100.0,0.0,63.64,0.0,66.67,0.25,1.0,33.33,26.09,0.0,0.0,33.33,0.0,60.0,0.75,6.0,53.33,50.0,50.0,0.0,0.0,0.0,57.14,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.67,100.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,41.46,42.11,0.0,0.0,36.84,0.0,66.67,0.25,3.0,58.33,33.33,0.0,0.0,0.0,0.0,83.33,0.25,2.0,16.67,11.11,0.0,0.0,0.0,0.0,50.0,0.0,1.0,48.39,47.83,100.0,0.0,0.0,42.86,0.0,1.25,5.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0
172,1,45.45,42.86,0.0,0.0,40.0,0.0,62.5,0.25,7.0,34.62,25.0,0.0,0.0,0.0,0.0,55.56,0.0,2.0,60.0,50.0,0.0,50.0,0.0,100.0,0.0,0.25,1.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.48,30.43,50.0,0.0,60.0,0.0,42.86,0.25,9.0,29.23,20.51,25.0,0.0,53.85,0.0,33.33,0.4,9.0,37.29,32.43,50.0,0.0,50.0,0.0,33.33,0.0,9.0,60.0,33.33,100.0,0.0,0.0,60.0,0.0,0.0,1.0,35.0,31.58,50.0,0.0,0.0,0.0,33.33,0.2,9.0,36.36,33.33,0.0,50.0,0.0,0.0,0.0,0.0,4.0
173,1,38.64,31.25,100.0,0.0,0.0,50.0,40.0,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.15,9.52,0.0,0.0,16.67,0.0,78.57,0.0,7.0,36.0,44.44,0.0,33.33,0.0,33.33,0.0,0.2,1.0,18.6,15.0,0.0,0.0,33.33,0.0,0.0,0.75,9.0,45.0,60.0,0.0,0.0,0.0,33.33,0.0,0.0,4.0,36.36,28.57,0.0,0.0,0.0,0.0,57.14,0.5,5.0,47.62,50.0,0.0,0.0,0.0,0.0,44.44,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0
174,0,38.38,43.33,0.0,0.0,26.92,0.0,38.46,0.4,8.0,35.29,31.25,0.0,0.0,33.33,0.0,40.0,0.2,6.0,47.06,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.67,33.33,100.0,0.0,0.0,0.0,100.0,0.0,2.0,45.45,50.0,0.0,50.0,0.0,33.33,0.0,0.4,2.0,20.83,20.0,40.0,0.0,0.0,0.0,20.0,0.0,4.0,38.1,18.75,100.0,0.0,56.25,100.0,14.29,0.33,3.0,42.86,28.57,33.33,100.0,0.0,0.0,66.67,0.2,4.0,14.29,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,40.0,0.0,0.0,0.0,60.0,0.0,0.25,2.0
175,0,32.14,23.81,0.0,0.0,0.0,57.14,0.0,0.0,6.0,30.43,17.65,100.0,0.0,0.0,0.0,60.0,0.33,2.0,30.0,11.11,0.0,0.0,0.0,0.0,45.45,0.33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.57,62.5,0.0,0.0,37.5,0.0,33.33,0.0,5.0,36.84,40.0,0.0,0.0,25.0,0.0,50.0,0.0,2.0,61.76,58.82,100.0,0.0,50.0,0.0,60.0,0.33,4.0,47.06,25.0,100.0,0.0,0.0,0.0,60.0,0.67,3.0,60.0,50.0,50.0,0.0,0.0,100.0,0.0,0.0,1.0,33.33,0.0,0.0,50.0,0.0,25.0,0.0,0.0,1.0
177,1,44.78,43.9,0.0,0.0,45.45,0.0,50.0,0.0,7.0,27.27,12.5,0.0,0.0,0.0,0.0,41.18,0.2,3.0,60.0,57.14,50.0,0.0,0.0,100.0,0.0,0.2,0.0,30.77,40.0,0.0,50.0,0.0,16.67,0.0,0.4,3.0,48.65,50.0,0.0,0.0,50.0,0.0,50.0,0.2,3.0,52.27,48.39,0.0,0.0,0.0,61.54,0.0,0.0,4.0,56.52,50.0,100.0,0.0,0.0,0.0,62.5,0.4,2.0,21.43,50.0,0.0,0.0,0.0,0.0,66.67,0.0,3.0,40.0,36.36,0.0,0.0,0.0,66.67,0.0,0.0,1.0,30.77,27.27,100.0,0.0,0.0,0.0,28.57,0.4,3.0
178,0,32.14,34.21,0.0,0.0,33.33,0.0,16.67,0.0,5.0,28.57,16.0,100.0,0.0,0.0,0.0,46.67,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,50.0,0.0,0.0,0.0,28.57,0.0,0.4,2.0,16.67,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,30.0,26.92,0.0,0.0,16.67,0.0,41.18,0.0,8.0,36.36,41.18,33.33,0.0,50.0,0.0,27.27,0.6,3.0,36.36,27.78,0.0,0.0,0.0,0.0,75.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,2.0,22.22,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0,36.36,32.26,0.0,0.0,35.71,0.0,55.56,0.6,7.0,38.46,37.5,0.0,100.0,0.0,0.0,50.0,0.6,3.0,61.54,40.0,0.0,100.0,0.0,50.0,0.0,0.0,3.0,46.15,0.0,50.0,0.0,0.0,0.0,55.56,0.5,1.0,9.09,0.0,0.0,0.0,0.0,0.0,33.33,0.0,3.0,21.05,14.29,0.0,0.0,0.0,0.0,40.0,0.0,2.0,44.0,42.11,0.0,0.0,0.0,60.0,0.0,0.0,3.0,38.3,40.0,100.0,0.0,0.0,26.67,0.0,0.0,5.0,55.56,37.5,100.0,0.0,0.0,0.0,61.11,0.25,3.0,34.62,42.86,0.0,0.0,25.0,0.0,42.86,0.0,5.0
180,1,31.82,34.21,0.0,0.0,26.09,0.0,40.0,0.0,5.0,30.0,33.33,0.0,40.0,0.0,0.0,0.0,0.5,2.0,52.94,66.67,50.0,50.0,0.0,25.0,0.0,0.25,1.0,37.5,40.0,0.0,0.0,0.0,0.0,25.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.87,42.86,42.86,0.0,50.0,0.0,45.0,0.2,9.0,40.74,36.84,0.0,0.0,0.0,0.0,57.14,0.2,5.0,45.16,52.63,0.0,0.0,0.0,0.0,33.33,0.0,4.0,33.33,40.0,0.0,42.86,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
181,1,36.92,31.43,0.0,0.0,23.53,0.0,69.23,0.4,6.0,30.61,30.3,0.0,0.0,0.0,0.0,33.33,0.0,8.0,50.0,33.33,50.0,0.0,0.0,71.43,0.0,0.0,2.0,48.65,54.17,66.67,0.0,0.0,50.0,0.0,0.2,2.0,28.57,16.67,0.0,0.0,0.0,0.0,50.0,0.0,7.0,26.47,30.0,100.0,0.0,12.5,0.0,42.86,0.33,6.0,40.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,50.0,33.33,0.0,0.0,0.0,0.0,62.5,1.0,3.0,46.15,20.0,0.0,0.0,0.0,62.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
182,1,51.35,54.17,0.0,0.0,50.0,0.0,40.0,0.33,6.0,33.33,31.25,66.67,0.0,0.0,0.0,33.33,1.33,4.0,47.62,50.0,0.0,0.0,0.0,0.0,50.0,0.0,4.0,28.57,100.0,0.0,100.0,0.0,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.76,48.48,0.0,0.0,44.44,0.0,57.14,0.25,5.0,46.15,33.33,50.0,60.0,0.0,33.33,0.0,0.0,2.0,21.05,12.5,0.0,0.0,0.0,0.0,33.33,0.0,2.0,22.73,18.18,0.0,0.0,0.0,0.0,30.0,1.0,4.0,28.57,33.33,0.0,33.33,0.0,20.0,0.0,0.0,1.0
183,0,38.64,36.36,0.0,0.0,50.0,0.0,37.5,0.75,3.0,40.91,39.13,0.0,0.0,100.0,0.0,36.84,0.0,8.0,30.77,25.0,0.0,66.67,0.0,0.0,0.0,0.0,1.0,35.71,40.0,0.0,0.0,0.0,0.0,50.0,0.5,3.0,40.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,2.0,45.45,42.5,57.14,100.0,63.64,0.0,14.29,0.25,5.0,40.0,35.71,66.67,0.0,100.0,0.0,27.27,0.75,3.0,42.11,62.5,0.0,66.67,0.0,12.5,0.0,0.25,2.0,48.15,50.0,0.0,0.0,0.0,0.0,50.0,0.75,4.0,33.33,33.33,100.0,0.0,0.0,0.0,0.0,0.0,1.0
184,1,28.36,20.59,0.0,0.0,41.67,0.0,33.33,0.25,10.0,40.0,31.25,0.0,0.0,0.0,0.0,55.56,0.25,2.0,36.84,31.25,0.0,0.0,0.0,66.67,0.0,0.25,7.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,38.46,20.0,0.0,100.0,0.0,25.0,0.0,0.75,2.0,36.07,35.0,100.0,0.0,28.57,0.0,50.0,0.2,7.0,22.58,20.0,0.0,0.0,0.0,0.0,27.27,0.2,7.0,52.94,50.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,33.33,0.0,0.0,0.0,0.0,66.67,0.0,0.0,4.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
186,1,42.65,48.39,100.0,0.0,28.0,0.0,54.55,0.0,9.0,41.38,38.89,0.0,0.0,0.0,0.0,45.45,0.2,2.0,25.93,17.65,25.0,100.0,0.0,33.33,50.0,0.2,2.0,28.57,0.0,0.0,0.0,0.0,40.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.9,26.67,40.0,0.0,36.36,0.0,46.15,0.5,7.0,28.57,27.27,66.67,0.0,0.0,0.0,28.57,0.0,3.0,57.14,50.0,0.0,66.67,0.0,33.33,0.0,0.25,2.0,29.17,18.75,0.0,0.0,0.0,0.0,50.0,0.0,5.0,37.5,33.33,66.67,0.0,0.0,0.0,0.0,0.0,1.0
187,1,35.85,23.08,0.0,0.0,50.0,0.0,47.83,0.75,8.0,38.1,33.33,0.0,0.0,33.33,0.0,42.86,0.0,2.0,26.32,9.09,0.0,0.0,0.0,0.0,57.14,1.0,3.0,46.15,50.0,66.67,16.67,0.0,54.55,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,36.36,0.0,0.0,21.05,0.0,55.56,0.25,12.0,31.25,25.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,31.03,25.0,0.0,0.0,0.0,0.0,44.44,0.25,4.0,16.67,0.0,0.0,0.0,0.0,50.0,0.0,0.0,4.0,32.35,11.11,0.0,0.0,0.0,0.0,64.29,0.25,2.0
188,0,39.34,35.29,33.33,0.0,46.67,0.0,44.44,0.4,11.0,39.13,37.04,100.0,0.0,0.0,0.0,38.89,0.2,3.0,28.57,24.0,33.33,100.0,0.0,0.0,0.0,0.0,7.0,25.0,22.22,50.0,0.0,0.0,0.0,28.57,0.0,2.0,30.77,45.45,0.0,0.0,0.0,33.33,0.0,0.0,6.0,33.78,38.71,66.67,0.0,25.0,0.0,50.0,0.2,9.0,41.03,46.15,33.33,0.0,0.0,0.0,42.86,0.0,2.0,23.53,20.0,0.0,0.0,0.0,0.0,28.57,0.0,3.0,38.89,0.0,50.0,100.0,0.0,50.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
189,1,49.21,46.15,100.0,0.0,47.62,0.0,100.0,0.5,8.0,29.03,26.32,33.33,0.0,0.0,0.0,33.33,0.0,3.0,33.33,0.0,0.0,75.0,0.0,0.0,0.0,0.25,0.0,30.0,28.57,0.0,0.0,0.0,0.0,100.0,0.0,3.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,40.98,37.5,50.0,0.0,30.0,0.0,48.0,0.0,6.0,45.95,31.58,0.0,0.0,66.67,0.0,60.0,0.0,5.0,8.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,47.06,44.44,50.0,0.0,100.0,0.0,40.0,0.0,4.0,20.0,16.67,0.0,0.0,0.0,33.33,0.0,0.0,4.0
190,1,41.67,18.18,0.0,0.0,44.44,0.0,71.43,0.5,3.0,36.67,34.78,0.0,0.0,0.0,60.0,0.0,0.0,2.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,5.0,52.38,57.14,0.0,0.0,0.0,0.0,50.0,0.25,0.0,37.93,28.57,100.0,0.0,0.0,0.0,33.33,0.5,6.0,37.5,41.03,33.33,0.0,20.0,0.0,50.0,0.4,8.0,38.33,34.21,100.0,0.0,50.0,0.0,28.57,0.2,3.0,39.47,44.44,0.0,0.0,0.0,0.0,63.64,0.2,4.0,66.67,50.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0
191,1,38.64,39.29,0.0,0.0,0.0,0.0,37.5,0.4,4.0,42.31,45.95,100.0,0.0,12.5,0.0,40.0,0.2,4.0,63.64,0.0,100.0,33.33,0.0,83.33,0.0,0.0,3.0,40.63,35.71,0.0,0.0,0.0,0.0,47.06,0.0,2.0,50.0,50.0,0.0,50.0,0.0,50.0,50.0,0.6,5.0,36.84,40.63,57.14,0.0,0.0,0.0,22.22,0.75,6.0,41.86,33.33,100.0,0.0,0.0,0.0,55.0,0.0,6.0,33.33,33.33,0.0,0.0,0.0,0.0,42.86,1.25,3.0,40.0,37.5,0.0,100.0,0.0,40.0,0.0,0.0,2.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0
192,1,29.85,33.33,50.0,0.0,10.0,0.0,29.41,0.0,9.0,39.13,20.0,0.0,57.14,0.0,40.0,0.0,0.4,3.0,44.64,44.12,0.0,0.0,0.0,0.0,47.62,0.0,5.0,30.43,20.0,33.33,0.0,0.0,0.0,40.0,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,36.67,27.27,0.0,0.0,0.0,62.5,0.0,0.0,3.0,34.85,34.21,0.0,0.0,38.1,0.0,28.57,0.2,6.0,23.53,12.5,0.0,0.0,0.0,0.0,40.0,0.0,10.0,52.0,41.18,0.0,0.0,0.0,71.43,100.0,0.0,3.0,20.0,8.33,75.0,0.0,0.0,0.0,0.0,0.0,6.0
193,0,40.54,40.0,100.0,0.0,46.15,0.0,0.0,0.0,4.0,36.67,28.57,0.0,0.0,0.0,0.0,46.67,0.0,5.0,19.05,12.5,0.0,0.0,0.0,0.0,40.0,0.25,5.0,37.5,50.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,50.0,0.0,50.0,0.0,0.33,2.0,50.0,46.67,50.0,0.0,50.0,0.0,75.0,0.0,5.0,29.73,33.33,0.0,0.0,0.0,0.0,25.0,0.0,3.0,34.62,27.27,0.0,0.0,0.0,0.0,40.0,0.0,7.0,28.57,0.0,0.0,0.0,0.0,40.0,0.0,0.25,3.0,46.15,25.0,0.0,100.0,0.0,75.0,0.0,0.2,0.0
194,1,43.82,34.88,100.0,0.0,33.33,0.0,56.25,0.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13,30.77,100.0,0.0,0.0,0.0,44.44,0.4,3.0,23.08,25.0,0.0,33.33,0.0,16.67,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.28,45.0,0.0,0.0,63.64,0.0,57.14,0.0,4.0,50.0,37.5,0.0,0.0,0.0,0.0,66.67,0.0,2.0,28.0,27.27,0.0,42.86,0.0,16.67,0.0,0.25,3.0,39.29,40.0,0.0,0.0,0.0,0.0,60.0,0.0,3.0,40.0,33.33,0.0,0.0,0.0,50.0,0.0,0.0,0.0
195,1,48.72,44.0,0.0,0.0,57.14,0.0,0.0,0.0,4.0,37.5,40.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,40.0,100.0,0.0,0.0,0.0,33.33,0.0,0.33,1.0,55.56,40.0,0.0,0.0,0.0,75.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.13,46.15,0.0,0.0,0.0,0.0,33.33,0.0,1.0,36.17,38.46,0.0,0.0,25.0,0.0,37.5,0.0,9.0,47.62,27.27,0.0,100.0,0.0,75.0,0.0,0.0,6.0,28.13,30.0,0.0,0.0,0.0,0.0,27.27,0.0,4.0,50.0,0.0,100.0,66.67,0.0,62.5,0.0,0.25,3.0
