,결과,A팀_선수1_공격종합_성공률,A팀_선수1_오픈_성공률,A팀_선수1_시간차_성공률,A팀_선수1_이동_성공률,A팀_선수1_후위_성공률,A팀_선수1_속공_성공률,A팀_선수1_퀵오픈_성공률,A팀_선수1_서브_성공률,A팀_선수1_범실_범실,A팀_선수2_공격종합_성공률,A팀_선수2_오픈_성공률,A팀_선수2_시간차_성공률,A팀_선수2_이동_성공률,A팀_선수2_후위_성공률,A팀_선수2_속공_성공률,A팀_선수2_퀵오픈_성공률,A팀_선수2_서브_성공률,A팀_선수2_범실_범실,A팀_선수3_공격종합_성공률,A팀_선수3_오픈_성공률,A팀_선수3_시간차_성공률,A팀_선수3_이동_성공률,A팀_선수3_후위_성공률,A팀_선수3_속공_성공률,A팀_선수3_퀵오픈_성공률,A팀_선수3_서브_성공률,A팀_선수3_범실_범실,A팀_선수4_공격종합_성공률,A팀_선수4_오픈_성공률,A팀_선수4_시간차_성공률,A팀_선수4_이동_성공률,A팀_선수4_후위_성공률,A팀_선수4_속공_성공률,A팀_선수4_퀵오픈_성공률,A팀_선수4_서브_성공률,A팀_선수4_범실_범실,A팀_선수5_공격종합_성공률,A팀_선수5_오픈_성공률,A팀_선수5_시간차_성공률,A팀_선수5_이동_성공률,A팀_선수5_후위_성공률,A팀_선수5_속공_성공률,A팀_선수5_퀵오픈_성공률,A팀_선수5_서브_성공률,A팀_선수5_범실_범실,B팀_선수1_공격종합_성공률,B팀_선수1_오픈_성공률,B팀_선수1_시간차_성공률,B팀_선수1_이동_성공률,B팀_선수1_후위_성공률,B팀_선수1_속공_성공률,B팀_선수1_퀵오픈_성공률,B팀_선수1_서브_성공률,B팀_선수1_범실_범실,B팀_선수2_공격종합_성공률,B팀_선수2_오픈_성공률,B팀_선수2_시간차_성공률,B팀_선수2_이동_성공률,B팀_선수2_후위_성공률,B팀_선수2_속공_성공률,B팀_선수2_퀵오픈_성공률,B팀_선수2_서브_성공률,B팀_선수2_범실_범실,B팀_선수3_공격종합_성공률,B팀_선수3_오픈_성공률,B팀_선수3_시간차_성공률,B팀_선수3_이동_성공률,B팀_선수3_후위_성공률,B팀_선수3_속공_성공률,B팀_선수3_퀵오픈_성공률,B팀_선수3_서브_성공률,B팀_선수3_범실_범실,B팀_선수4_공격종합_성공률,B팀_선수4_오픈_성공률,B팀_선수4_시간차_성공률,B팀_선수4_이동_성공률,B팀_선수4_후위_성공률,B팀_선수4_속공_성공률,B팀_선수4_퀵오픈_성공률,B팀_선수4_서브_성공률,B팀_선수4_범실_범실,B팀_선수5_공격종합_성공률,B팀_선수5_오픈_성공률,B팀_선수5_시간차_성공률,B팀_선수5_이동_성공률,B팀_선수5_후위_성공률,B팀_선수5_속공_성공률,B팀_선수5_퀵오픈_성공률,B팀_선수5_서브_성공률,B팀_선수5_범실_범실
3,1,29.85,26.83,100.0,0.0,8.33,0.0,45.45,0.2,7.0,27.78,20.0,44.44,0.0,0.0,0.0,50.0,0.2,6.0,30.0,12.0,0.0,0.0,0.0,0.0,60.0,0.6,6.0,25.0,0.0,50.0,25.0,0.0,16.67,0.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,41.46,36.0,60.0,0.0,50.0,0.0,40.0,0.2,8.0,43.48,33.33,23.08,0.0,0.0,85.71,0.0,0.4,5.0,44.19,35.29,33.33,0.0,50.0,0.0,53.85,0.2,5.0,30.77,0.0,50.0,0.0,0.0,33.33,0.0,0.0,1.0,27.03,30.0,20.0,0.0,0.0,0.0,27.27,0.0,6.0
5,0,43.66,34.21,33.33,0.0,58.82,0.0,53.85,0.0,3.0,33.33,30.0,16.67,0.0,33.33,100.0,50.0,0.4,4.0,23.68,13.04,50.0,0.0,0.0,0.0,41.67,0.6,2.0,25.0,28.57,0.0,0.0,0.0,50.0,0.0,0.0,2.0,50.0,66.67,0.0,57.14,0.0,50.0,0.0,0.0,4.0,50.0,53.85,0.0,0.0,0.0,0.0,40.0,0.6,9.0,34.69,33.33,0.0,0.0,33.33,0.0,36.84,0.0,1.0,42.86,25.0,50.0,50.0,0.0,57.14,0.0,0.0,3.0,45.45,16.67,42.86,50.0,0.0,83.33,0.0,0.2,3.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0
6,1,35.29,42.86,25.0,0.0,37.5,0.0,18.18,0.0,6.0,44.68,29.41,100.0,0.0,50.0,0.0,52.38,0.6,7.0,37.78,28.57,50.0,0.0,50.0,0.0,45.0,0.4,2.0,50.0,100.0,0.0,0.0,0.0,33.33,0.0,0.4,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,37.5,24.24,50.0,0.0,38.71,0.0,100.0,0.4,6.0,30.56,21.43,33.33,0.0,0.0,0.0,38.89,0.2,5.0,33.33,25.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,43.75,33.33,0.0,0.0,0.0,50.0,0.0,0.0,5.0,17.39,18.18,0.0,0.0,0.0,0.0,18.18,0.0,2.0
7,0,54.93,43.24,0.0,0.0,77.78,0.0,40.0,0.0,8.0,28.0,31.25,0.0,0.0,0.0,0.0,25.0,0.25,5.0,25.0,16.67,100.0,0.0,0.0,22.22,0.0,0.0,3.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,100.0,0.0,0.0,62.5,0.0,0.0,2.0,42.86,50.0,0.0,0.0,33.33,0.0,33.33,0.6,7.0,37.84,42.11,0.0,0.0,0.0,0.0,37.5,0.4,3.0,35.0,0.0,50.0,33.33,0.0,37.5,0.0,0.0,3.0,29.41,25.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.2,7.0
8,1,39.02,29.41,0.0,0.0,56.25,0.0,33.33,0.33,5.0,32.43,38.89,100.0,0.0,0.0,0.0,28.57,0.0,9.0,28.57,15.0,0.0,0.0,33.33,0.0,44.44,0.5,5.0,60.0,100.0,0.0,0.0,0.0,50.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,50.0,50.0,0.0,0.0,46.15,0.0,60.0,0.2,5.0,35.48,31.82,100.0,0.0,0.0,0.0,42.86,0.2,2.0,41.18,30.0,58.82,0.0,25.0,0.0,0.0,0.6,3.0,42.86,50.0,0.0,100.0,0.0,40.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,0,51.11,47.06,50.0,0.0,57.14,0.0,50.0,0.0,6.0,42.11,33.33,50.0,0.0,0.0,0.0,44.44,0.33,1.0,26.92,11.76,0.0,0.0,0.0,0.0,62.5,0.33,5.0,14.29,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3.0,22.22,0.0,0.0,0.0,0.0,40.0,0.0,0.33,0.0,43.75,36.67,100.0,0.0,46.67,0.0,0.0,0.0,6.0,20.0,30.43,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,50.0,0.0,12.5,0.0,0.33,2.0,20.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,11.11,25.0,0.0,0.0,0.0,0.0,0.0,0.33,3.0
11,0,28.57,20.69,0.0,0.0,40.0,0.0,44.44,0.67,4.0,12.5,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,47.37,28.57,40.0,0.0,33.33,0.0,90.0,0.0,2.0,40.0,40.0,0.0,0.0,0.0,66.67,0.0,0.33,0.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,46.67,44.44,0.0,0.0,62.5,0.0,33.33,0.0,5.0,43.75,60.0,50.0,0.0,0.0,0.0,60.0,0.33,2.0,63.64,0.0,66.67,0.0,0.0,71.43,0.0,0.67,2.0,26.67,11.11,66.67,0.0,0.0,0.0,50.0,0.67,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
12,1,48.72,56.52,0.0,0.0,25.0,0.0,75.0,0.33,4.0,50.0,28.57,57.14,0.0,100.0,0.0,100.0,0.0,2.0,50.0,52.63,100.0,0.0,0.0,0.0,0.0,0.0,1.0,18.18,0.0,33.33,0.0,0.0,50.0,0.0,0.0,2.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,44.58,42.55,0.0,0.0,47.06,0.0,50.0,0.2,3.0,36.67,27.27,0.0,0.0,0.0,0.0,62.5,0.2,5.0,40.0,100.0,0.0,33.33,0.0,37.5,0.0,0.0,2.0,20.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,1.0
13,0,44.12,62.5,37.5,0.0,35.48,0.0,46.15,0.0,5.0,39.47,28.57,0.0,0.0,75.0,0.0,50.0,0.0,6.0,62.86,46.15,40.0,0.0,0.0,0.0,82.35,0.0,2.0,40.0,50.0,0.0,0.0,0.0,33.33,0.0,0.25,4.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,29.31,30.0,0.0,0.0,23.81,0.0,50.0,0.25,6.0,28.57,33.33,0.0,0.0,0.0,0.0,37.5,0.25,2.0,28.57,0.0,0.0,0.0,0.0,33.33,0.0,0.25,0.0,32.14,25.0,36.36,0.0,0.0,30.77,0.0,0.25,2.0,33.33,26.67,50.0,0.0,0.0,0.0,38.46,0.0,8.0
14,0,36.92,29.41,0.0,0.0,30.77,0.0,55.56,0.5,5.0,50.0,71.43,0.0,33.33,0.0,50.0,0.0,0.25,2.0,64.71,50.0,60.0,0.0,0.0,83.33,100.0,0.25,0.0,29.55,35.29,0.0,0.0,16.67,0.0,31.58,0.0,5.0,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.73,44.0,33.33,0.0,37.5,0.0,0.0,0.4,8.0,38.46,45.71,0.0,0.0,20.0,0.0,33.33,0.4,10.0,35.71,33.33,0.0,66.67,0.0,28.57,0.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.57,0.0,0.0,40.0,0.0,25.0,0.0,0.33,0.0
15,0,40.58,41.3,0.0,0.0,41.18,0.0,33.33,0.0,1.0,33.33,36.36,25.0,0.0,33.33,0.0,28.57,0.2,5.0,34.15,30.0,0.0,0.0,55.56,0.0,75.0,0.2,6.0,36.36,25.0,40.0,0.0,0.0,50.0,0.0,0.4,1.0,16.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,38.24,80.0,0.0,37.84,0.0,25.0,0.0,9.0,33.33,22.22,33.33,0.0,0.0,0.0,46.67,0.0,2.0,30.43,33.33,33.33,0.0,0.0,33.33,0.0,0.0,1.0,41.67,0.0,0.0,0.0,0.0,50.0,0.0,0.4,2.0,35.0,33.33,0.0,0.0,0.0,0.0,40.0,0.4,1.0
16,1,38.1,34.29,0.0,0.0,41.38,0.0,50.0,0.0,6.0,41.94,50.0,0.0,0.0,0.0,0.0,38.89,0.4,2.0,41.18,38.46,50.0,0.0,33.33,0.0,45.0,0.0,4.0,27.27,50.0,0.0,25.0,0.0,20.0,0.0,0.0,2.0,42.86,50.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,42.42,45.45,100.0,0.0,28.57,0.0,0.0,0.0,4.0,41.67,100.0,0.0,50.0,0.0,28.57,0.0,0.0,2.0,33.33,0.0,0.0,100.0,0.0,0.0,100.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.18,17.65,100.0,0.0,0.0,0.0,0.0,0.0,4.0
17,1,41.3,38.46,62.5,0.0,28.57,0.0,40.0,0.33,4.0,25.58,14.29,71.43,0.0,0.0,0.0,21.43,0.0,4.0,64.71,0.0,83.33,66.67,0.0,50.0,0.0,0.0,1.0,41.18,66.67,0.0,100.0,0.0,40.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.18,0.0,50.0,0.0,0.0,66.67,0.0,0.0,3.0,39.29,36.36,0.0,0.0,39.02,0.0,50.0,0.2,6.0,37.5,53.85,0.0,0.0,14.29,0.0,36.36,0.4,4.0,26.09,25.0,100.0,0.0,0.0,0.0,25.0,0.0,3.0,44.44,50.0,50.0,0.0,0.0,41.67,0.0,0.0,1.0
18,0,32.69,28.0,0.0,0.0,40.0,0.0,0.0,0.0,5.0,14.29,0.0,16.67,0.0,0.0,33.33,0.0,0.67,3.0,27.59,25.0,0.0,0.0,0.0,0.0,33.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,50.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,40.0,47.06,0.0,0.0,0.0,0.0,33.33,0.33,4.0,42.31,38.89,0.0,0.0,50.0,0.0,62.5,1.0,5.0,36.36,0.0,0.0,100.0,0.0,20.0,0.0,0.0,0.0,37.5,0.0,0.0,50.0,0.0,42.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0
19,0,42.86,40.0,66.67,0.0,33.33,0.0,62.5,0.0,6.0,31.43,38.89,50.0,0.0,0.0,0.0,18.18,0.0,6.0,44.44,44.44,0.0,0.0,0.0,0.0,50.0,0.33,5.0,28.57,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,39.02,33.33,0.0,0.0,20.0,0.0,66.67,1.0,5.0,34.62,33.33,14.29,100.0,0.0,0.0,80.0,0.33,3.0,38.71,42.11,0.0,0.0,0.0,0.0,44.44,0.67,4.0,50.0,0.0,0.0,66.67,0.0,66.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,1,50.0,38.89,50.0,0.0,59.09,0.0,0.0,0.0,4.0,31.58,33.33,33.33,0.0,0.0,0.0,25.0,0.33,1.0,50.0,33.33,66.67,50.0,0.0,0.0,0.0,0.67,2.0,25.0,27.27,0.0,0.0,0.0,0.0,20.0,0.33,1.0,22.22,50.0,0.0,0.0,0.0,14.29,0.0,0.67,0.0,40.48,30.43,50.0,0.0,44.44,0.0,66.67,0.0,2.0,30.77,20.0,100.0,0.0,50.0,0.0,30.77,0.0,7.0,66.67,50.0,0.0,100.0,0.0,50.0,0.0,0.25,2.0,46.67,25.0,25.0,66.67,0.0,75.0,0.0,0.0,2.0,50.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,1.0
21,0,48.15,30.77,0.0,0.0,70.0,0.0,50.0,0.75,3.0,55.0,100.0,38.46,0.0,0.0,83.33,0.0,1.0,1.0,40.0,41.67,50.0,0.0,0.0,0.0,33.33,0.25,2.0,50.0,62.5,0.0,0.0,40.0,0.0,46.15,0.0,5.0,70.0,50.0,66.67,0.0,0.0,80.0,0.0,0.0,1.0,25.93,26.32,100.0,0.0,20.0,0.0,0.0,0.67,8.0,33.33,50.0,0.0,37.5,0.0,33.33,0.0,0.0,2.0,31.43,36.0,0.0,0.0,25.0,0.0,16.67,0.0,3.0,35.29,0.0,25.0,40.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,1,41.89,42.42,50.0,0.0,36.36,0.0,75.0,0.0,5.0,40.0,26.67,100.0,0.0,100.0,0.0,52.94,0.0,4.0,38.89,27.27,0.0,0.0,0.0,0.0,57.14,0.33,1.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.4,3.0,80.0,66.67,0.0,0.0,0.0,100.0,0.0,0.0,2.0,28.57,21.21,100.0,0.0,9.09,0.0,47.06,0.0,5.0,36.51,33.33,66.67,0.0,50.0,0.0,30.77,0.2,6.0,23.81,30.0,33.33,0.0,0.0,20.0,0.0,0.4,4.0,39.29,25.0,45.45,0.0,0.0,55.56,0.0,0.0,3.0,12.5,20.0,0.0,0.0,0.0,0.0,0.0,0.6,4.0
23,1,33.33,42.11,0.0,0.0,25.0,0.0,20.0,0.0,3.0,33.33,37.5,50.0,100.0,23.08,0.0,20.0,0.0,2.0,30.77,28.57,0.0,0.0,0.0,0.0,40.0,0.33,2.0,22.22,0.0,100.0,0.0,0.0,0.0,33.33,1.0,2.0,27.27,0.0,100.0,50.0,0.0,0.0,0.0,0.0,1.0,47.83,42.86,0.0,0.0,57.14,0.0,64.29,0.0,0.0,17.86,8.33,0.0,0.0,25.0,0.0,25.0,0.0,5.0,55.56,0.0,100.0,40.0,0.0,0.0,0.0,0.0,2.0,16.67,20.0,25.0,25.0,0.0,0.0,0.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0
25,0,36.67,45.45,0.0,0.0,17.65,0.0,50.0,0.25,7.0,31.25,29.41,0.0,0.0,50.0,0.0,30.77,0.5,3.0,33.33,30.0,0.0,0.0,0.0,0.0,37.5,0.25,3.0,57.14,100.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,42.86,0.0,0.0,0.0,0.0,42.86,0.0,0.25,1.0,54.1,58.82,0.0,0.0,46.15,0.0,100.0,0.33,2.0,34.78,25.0,100.0,0.0,0.0,0.0,40.0,0.67,0.0,40.0,0.0,50.0,100.0,0.0,0.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,0,52.0,48.0,100.0,0.0,60.0,0.0,44.44,0.0,7.0,45.45,0.0,83.33,0.0,75.0,0.0,66.67,2.0,2.0,30.77,22.22,0.0,0.0,0.0,0.0,100.0,0.0,1.0,30.0,100.0,0.0,50.0,0.0,25.0,0.0,0.33,1.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.09,23.33,0.0,0.0,31.25,0.0,50.0,0.67,6.0,59.26,42.86,44.44,0.0,0.0,81.82,0.0,0.33,1.0,38.89,50.0,0.0,100.0,0.0,0.0,33.33,0.33,2.0,42.86,0.0,50.0,0.0,0.0,40.0,0.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
28,1,27.03,25.0,0.0,0.0,28.57,0.0,50.0,0.0,6.0,23.08,25.0,25.0,0.0,0.0,20.0,0.0,0.0,0.0,30.77,33.33,0.0,0.0,0.0,0.0,0.0,0.33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.62,33.33,0.0,0.0,33.33,0.0,100.0,0.0,4.0,36.59,27.27,0.0,0.0,36.36,0.0,62.5,0.0,6.0,50.0,66.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
29,1,26.09,17.65,50.0,0.0,30.0,0.0,28.57,0.0,3.0,51.85,25.0,42.86,0.0,0.0,77.78,0.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,42.86,0.0,0.0,0.0,30.77,14.29,100.0,0.0,0.0,0.0,66.67,0.33,3.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,40.91,38.1,0.0,0.0,46.15,0.0,44.44,0.0,5.0,34.0,40.74,40.0,0.0,20.0,0.0,23.08,0.33,5.0,40.0,33.33,0.0,0.0,0.0,0.0,50.0,0.33,1.0,29.41,0.0,50.0,40.0,0.0,33.33,0.0,0.0,5.0,33.33,0.0,66.67,0.0,0.0,50.0,0.0,0.0,0.0
30,0,49.12,56.25,33.33,0.0,30.0,0.0,50.0,0.0,4.0,37.04,12.5,20.0,55.56,0.0,60.0,0.0,0.0,5.0,47.37,33.33,50.0,100.0,0.0,50.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,20.0,0.0,0.0,0.0,0.0,50.0,0.75,4.0,31.15,24.14,66.67,0.0,33.33,0.0,35.71,1.0,2.0,44.0,40.0,100.0,0.0,36.36,0.0,62.5,0.67,2.0,42.86,50.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,36.36,33.33,0.0,0.0,0.0,0.0,50.0,0.0,2.0
31,0,37.93,39.39,50.0,0.0,27.27,0.0,25.0,0.0,5.0,42.86,30.43,0.0,0.0,0.0,0.0,64.71,0.0,4.0,48.28,54.55,42.86,33.33,0.0,50.0,0.0,0.0,2.0,27.27,0.0,50.0,100.0,0.0,25.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.78,40.0,40.0,0.0,0.0,25.0,0.0,0.67,3.0,48.28,46.15,33.33,0.0,54.55,0.0,50.0,0.33,5.0,41.38,42.86,100.0,0.0,14.29,0.0,57.14,0.33,2.0,33.33,0.0,50.0,0.0,0.0,25.0,0.0,0.0,1.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.33,2.0
32,0,58.49,61.9,0.0,0.0,66.67,0.0,28.57,0.67,3.0,28.57,33.33,50.0,50.0,0.0,0.0,0.0,0.33,3.0,21.43,12.5,0.0,0.0,0.0,0.0,50.0,0.33,2.0,27.27,0.0,0.0,60.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,34.21,30.0,0.0,0.0,41.18,0.0,0.0,0.0,7.0,16.67,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.67,19.05,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.29,25.0,33.33,0.0,0.0,0.0,0.0,0.33,3.0,75.0,100.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0
33,1,50.0,28.57,100.0,0.0,50.0,0.0,77.78,0.0,3.0,35.29,40.91,0.0,0.0,0.0,0.0,37.5,0.33,5.0,45.45,40.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,36.62,37.5,42.86,0.0,26.67,0.0,44.44,0.0,8.0,34.33,33.33,0.0,0.0,50.0,0.0,0.0,0.4,9.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.4,1.0,44.44,0.0,100.0,33.33,0.0,100.0,0.0,0.0,2.0,26.32,25.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0
34,1,42.11,43.33,100.0,0.0,46.67,0.0,27.27,1.5,5.0,28.57,22.22,33.33,0.0,0.0,0.0,41.18,0.0,6.0,35.29,50.0,50.0,0.0,0.0,30.0,0.0,0.0,1.0,50.0,33.33,40.0,85.71,0.0,40.0,0.0,0.0,1.0,37.5,0.0,100.0,0.0,0.0,0.0,40.0,0.5,1.0,32.43,37.5,0.0,0.0,18.75,0.0,60.0,0.0,10.0,27.59,12.5,100.0,66.67,12.5,0.0,33.33,0.5,2.0,50.0,33.33,0.0,0.0,0.0,0.0,66.67,0.0,0.0,61.11,36.36,75.0,0.0,0.0,69.23,0.0,0.0,5.0,26.67,33.33,0.0,0.0,0.0,30.0,0.0,0.0,0.0
36,1,38.98,35.48,0.0,0.0,46.67,0.0,50.0,0.5,9.0,21.05,40.0,0.0,0.0,0.0,28.57,0.0,0.0,4.0,34.21,19.05,0.0,0.0,60.0,0.0,50.0,0.25,4.0,40.0,0.0,100.0,100.0,0.0,33.33,0.0,0.0,2.0,75.0,100.0,0.0,0.0,0.0,0.0,66.67,0.0,1.0,30.61,33.33,0.0,0.0,12.5,0.0,40.0,0.0,9.0,35.48,25.0,50.0,0.0,25.0,0.0,57.14,0.6,7.0,33.33,50.0,0.0,33.33,0.0,25.0,0.0,0.4,1.0,27.27,27.27,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.57,0.0,0.0,50.0,0.0,25.0,0.0,0.33,1.0
37,0,40.54,37.84,100.0,0.0,43.48,0.0,38.46,0.0,8.0,47.22,66.67,33.33,75.0,40.0,0.0,25.0,0.25,7.0,44.12,44.0,0.0,0.0,50.0,0.0,50.0,0.0,5.0,27.78,16.67,0.0,25.0,0.0,60.0,0.0,0.0,3.0,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.89,42.31,0.0,0.0,52.94,0.0,100.0,0.0,7.0,52.17,50.0,60.0,0.0,33.33,0.0,66.67,0.25,3.0,40.0,50.0,33.33,0.0,0.0,40.0,0.0,0.25,3.0,62.5,100.0,100.0,0.0,0.0,40.0,0.0,0.0,2.0,55.0,55.56,50.0,0.0,0.0,0.0,55.56,0.25,2.0
38,1,39.29,38.46,33.33,0.0,0.0,0.0,41.67,0.25,5.0,41.38,41.67,33.33,0.0,47.06,0.0,35.71,0.0,7.0,36.67,29.41,100.0,0.0,0.0,0.0,41.67,0.0,3.0,37.5,50.0,0.0,0.0,0.0,33.33,0.0,0.0,1.0,62.5,50.0,0.0,0.0,0.0,66.67,0.0,0.25,2.0,30.0,17.39,66.67,0.0,45.0,0.0,37.5,0.0,4.0,47.37,53.13,0.0,0.0,35.0,0.0,60.0,0.4,9.0,21.43,10.0,0.0,0.0,0.0,0.0,50.0,0.4,3.0,20.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,2.0,63.64,0.0,0.0,75.0,0.0,57.14,0.0,0.0,3.0
39,0,40.0,42.86,0.0,0.0,37.93,0.0,41.67,0.0,6.0,30.77,33.33,100.0,0.0,0.0,0.0,16.67,0.0,2.0,31.25,44.44,0.0,0.0,0.0,0.0,20.0,0.75,7.0,30.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,32.26,30.77,0.0,0.0,18.18,0.0,57.14,0.0,4.0,31.82,14.29,14.29,0.0,0.0,62.5,0.0,0.75,5.0,19.23,17.65,50.0,0.0,0.0,0.0,16.67,0.0,4.0,40.74,42.86,0.0,0.0,39.13,0.0,33.33,0.0,6.0,27.27,0.0,100.0,0.0,0.0,25.0,0.0,0.25,1.0
40,1,40.0,20.0,66.67,0.0,50.0,0.0,44.44,0.0,3.0,32.26,38.46,100.0,0.0,33.33,0.0,21.43,0.33,4.0,66.67,50.0,100.0,0.0,0.0,0.0,100.0,0.0,3.0,50.0,0.0,100.0,0.0,0.0,33.33,0.0,0.0,1.0,66.67,100.0,0.0,0.0,0.0,50.0,0.0,0.33,0.0,36.99,33.33,0.0,0.0,60.0,0.0,45.45,0.0,5.0,22.22,14.29,0.0,0.0,0.0,0.0,35.0,0.0,8.0,29.17,42.86,0.0,33.33,0.0,27.27,0.0,0.2,3.0,57.69,57.14,25.0,66.67,0.0,66.67,0.0,0.0,2.0,33.33,33.33,66.67,0.0,0.0,0.0,0.0,0.0,2.0
41,0,47.83,40.0,60.0,50.0,50.0,0.0,50.0,1.0,5.0,58.14,44.44,0.0,0.0,61.11,0.0,85.71,0.0,6.0,50.0,42.86,100.0,0.0,50.0,0.0,50.0,0.0,5.0,50.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,33.33,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,46.51,33.33,0.0,31.58,0.0,100.0,0.5,7.0,41.67,100.0,25.0,50.0,0.0,25.0,0.0,0.0,2.0,66.67,100.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,35.29,20.0,100.0,0.0,0.0,0.0,75.0,0.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0
